id_reporte,fecha_reporte,indicador_interno,indicador_codigo,indicador,unidad,total,mujeres,hombres,ninas,ninos,discapacidad,tiene_desagregacion
831473830,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,36,12,21,3,0,0,1
831476536,2026-08-03,smaps_pap,3.1.2,Número de personas alcanzadas con primeros auxilios psicológicos,Personas,9,4,4,0,1,0,1
831476536,2026-08-03,smaps_intervenciones,3.1.3,Número de personas alcanzadas con intervenciones psicológicas,Personas,68,0,33,32,3,3,1
831476536,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,64,15,37,6,6,0,1
831476536,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831476536,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831477716,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,19,10,5,2,2,0,1
831478459,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,31,19,10,1,1,0,1
831480867,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,190,77,59,31,23,0,1
831481844,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,59,22,26,8,3,0,1
831485357,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,101,16,62,9,14,0,1
831485357,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831485357,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831486619,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,14,5,9,0,0,0,1
831486619,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831486619,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831487453,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,6,2,0,3,1,0,1
831487453,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831487453,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831488250,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,1,0,0,1,0,0,1
831489085,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,20,4,15,1,0,0,1
831490249,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,20,0,0,6,14,0,1
831490249,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831490249,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831490249,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831491213,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,146,43,82,10,11,0,1
831492609,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,165,87,71,3,4,0,1
831493757,2026-08-03,smaps_pap,3.1.2,Número de personas alcanzadas con primeros auxilios psicológicos,Personas,38,0,0,18,20,1,1
831493757,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,306,176,91,21,18,0,1
831494972,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,28,13,12,2,1,0,1
831495745,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,33,3,30,0,0,0,1
831496781,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,8,5,3,0,0,0,1
831498731,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,1,0,0,0,1,0,1
831498731,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831498731,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831499980,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,14,4,2,5,3,0,1
831500804,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,9,5,3,0,1,0,1
831501262,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,5,0,5,0,0,0,1
831501913,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,20,8,7,3,2,0,1
831502911,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,18,5,7,2,4,0,1
831506748,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,4,1,3,0,0,0,1
831507854,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,7,0,0,3,4,0,1
831507854,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831507854,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831508656,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,20,10,5,2,3,0,1
831509315,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,16529,6157,8379,729,1264,0,1
831509315,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831509315,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831510094,2026-08-03,smaps_autoayuda,3.1.1,Número de personas con servicios de autoayuda y apoyo en la comunidad,Personas,1,0,0,0,1,0,1
831510647,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,7,3,3,0,1,0,1
831511258,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,212,71,99,16,26,0,1
831511905,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,24,15,8,1,0,0,1
831512573,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,5,3,1,1,0,0,1
831512573,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831512573,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831513255,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,9,1,0,4,4,0,1
831513946,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,56,27,14,7,8,0,1
831514417,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,130,60,56,9,5,0,1
831514863,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,24,9,12,1,2,0,1
831515293,2026-08-03,inmun_personas_vacunadas,3.8.1,Número de personas vacunadas a partir del apoyo de las organizaciones al Estado,Personas,43,20,23,0,0,0,1
831517415,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831517415,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831518046,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831518046,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831518490,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831518490,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831518911,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831518911,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831519586,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831519586,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831520120,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831520120,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831521216,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831521216,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831521704,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831521704,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831523843,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831523843,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831523843,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831524173,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831524173,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831524173,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831524465,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831524465,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831524465,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831524862,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831524862,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831524862,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831525277,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831525277,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831525277,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
831525808,2026-08-03,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
831525808,2026-08-03,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
831525808,2026-08-03,3_11_4,3.11.4,Número de instituciones apoyadas en infraestructura de establecimientos de salud,Instituciones,1,0,0,0,0,0,0
830436181,2026-08-04,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,162,81,45,21,15,15,1
830436181,2026-08-04,nt_tratamiento,3.2.2,Número de personas con enfermedades no transmisibles que recibieron tratamiento,Personas,162,81,45,21,15,15,1
830436181,2026-08-04,nt_medicamentos,3.2.3,Número de personas con enfermedades no transmisibles que recibieron medicamentos,Personas,162,81,45,21,15,15,1
830436181,2026-08-04,nt_insumos,3.2.4,Número de personas con enfermedades no transmisibles que recibieron insumos,Personas,162,81,45,21,15,15,1
830436181,2026-08-04,inst_profesionales_apoyados,3.11.1,Número de profesionales de salud apoyados,Profesionales,4,4,0,0,0,0,1
830436181,2026-08-04,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
830436181,2026-08-04,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
830442109,2026-08-04,smaps_intervenciones,3.1.3,Número de personas alcanzadas con intervenciones psicológicas,Personas,115,73,33,4,5,0,1
830442109,2026-08-04,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,nt_tratamiento,3.2.2,Número de personas con enfermedades no transmisibles que recibieron tratamiento,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,nt_medicamentos,3.2.3,Número de personas con enfermedades no transmisibles que recibieron medicamentos,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,nt_insumos,3.2.4,Número de personas con enfermedades no transmisibles que recibieron insumos,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,trans_diagnostico,3.3.1,Número de personas con enfermedades transmisibles que recibieron diagnóstico,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,trans_tratamiento,3.3.2,Número de personas con enfermedades transmisibles que recibieron tratamiento,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,trans_medicamentos,3.3.3,Número de personas con enfermedades transmisibles que recibieron medicamentos,Personas,68,43,16,6,3,3,1
830442109,2026-08-04,trans_insumos,3.3.4,Número de personas con enfermedades transmisibles que recibieron insumos,Personas,65,43,16,3,3,3,1
830442109,2026-08-04,inst_profesionales_apoyados,3.11.1,Número de profesionales de salud apoyados,Profesionales,4,3,1,0,0,0,1
830442109,2026-08-04,3_11_2,3.11.2,Número de instituciones dotadas con insumos,Instituciones,1,0,0,0,0,0,0
830442109,2026-08-04,3_11_3,3.11.3,Número de instituciones que recibieron donaciones de medicamentos,Instituciones,1,0,0,0,0,0,0
830444181,2026-08-04,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,95,48,28,9,10,1,1
830444181,2026-08-04,nt_tratamiento,3.2.2,Número de personas con enfermedades no transmisibles que recibieron tratamiento,Personas,95,48,28,9,10,1,1
830444181,2026-08-04,nt_medicamentos,3.2.3,Número de personas con enfermedades no transmisibles que recibieron medicamentos,Personas,95,48,28,9,10,1,1
830444181,2026-08-04,nt_insumos,3.2.4,Número de personas con enfermedades no transmisibles que recibieron insumos,Personas,95,48,28,9,10,1,1
830444885,2026-08-04,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,11,6,5,0,0,0,1
830444885,2026-08-04,nt_tratamiento,3.2.2,Número de personas con enfermedades no transmisibles que recibieron tratamiento,Personas,11,6,5,0,0,0,1
830444885,2026-08-04,nt_medicamentos,3.2.3,Número de personas con enfermedades no transmisibles que recibieron medicamentos,Personas,11,6,5,0,0,0,1
830444885,2026-08-04,nt_gestion_casos,3.2.5,Número de personas con enfermedades no transmisibles en gestión de casos,Personas,11,6,5,0,0,0,1
830444885,2026-08-04,nt_derivados,3.2.6,Número de casos derivados,Casos,11,6,5,0,0,0,1
830444885,2026-08-04,trans_diagnostico,3.3.1,Número de personas con enfermedades transmisibles que recibieron diagnóstico,Personas,21,9,5,5,2,0,1
830444885,2026-08-04,trans_tratamiento,3.3.2,Número de personas con enfermedades transmisibles que recibieron tratamiento,Personas,21,9,5,5,2,0,1
830444885,2026-08-04,trans_medicamentos,3.3.3,Número de personas con enfermedades transmisibles que recibieron medicamentos,Personas,21,9,5,5,2,0,1
830444885,2026-08-04,mp_atencion_no_prenatal,3.4.5,Número de gestantes que recibieron atención médica diferente al control prenatal,Personas,1,1,0,0,0,0,1
830444885,2026-08-04,mp_derivados,3.4.7,Número de casos derivados,Casos,1,1,0,0,0,0,1
830444885,2026-08-04,nut_manejo_desnutricion_aguda,3.7.4,Número de personas alcanzadas con manejo ambulatorio de la desnutrición aguda,Personas,3,0,0,2,1,0,1
830444885,2026-08-04,nut_consultas_nutricion,3.7.5,Número de personas alcanzadas con consultas de nutrición,Personas,3,0,0,2,1,0,1
830445567,2026-08-04,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,91,43,29,8,11,7,1
830445567,2026-08-04,nt_tratamiento,3.2.2,Número de personas con enfermedades no transmisibles que recibieron tratamiento,Personas,91,43,29,8,11,7,1
830445567,2026-08-04,nt_medicamentos,3.2.3,Número de personas con enfermedades no transmisibles que recibieron medicamentos,Personas,91,43,29,8,11,7,1
830445567,2026-08-04,nt_insumos,3.2.4,Número de personas con enfermedades no transmisibles que recibieron insumos,Personas,91,43,29,8,11,7,1
831422493,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,81,44,12,13,12,0,1
831423365,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,52,26,16,5,5,0,1
831424374,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,39,20,12,5,2,0,1
831424952,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,69,43,12,9,5,0,1
831425499,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,9,3,5,0,1,0,1
831427861,2026-08-05,smaps_intervenciones,3.1.3,Número de personas alcanzadas con intervenciones psicológicas,Personas,11,6,3,0,2,0,1
831427861,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,215,131,69,8,7,0,1
831429205,2026-08-05,smaps_autoayuda,3.1.1,Número de personas con servicios de autoayuda y apoyo en la comunidad,Personas,3,2,0,0,1,0,1
831429205,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,72,33,25,5,9,0,1
831430034,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,96,43,12,18,23,0,1
831430657,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,74,41,12,6,15,0,1
831432082,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,92,47,17,14,14,0,1
831433918,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,172,66,57,27,22,0,1
831434777,2026-08-05,nt_diagnostico,3.2.1,Número de personas con enfermedades no transmisibles que recibieron diagnóstico,Personas,89,37,20,16,16,0,1
838125240,2026-08-05,smaps_autoayuda,3.1.1,Número de personas con servicios de autoayuda y apoyo en la comunidad,Personas,5,4,1,0,0,0,1
